SEGEMENT,SUB_SEGMENT,PARTICULARS,ROW_TYPE,FISCAL_YEAR,PERIOD,METRIC,VALUE,SN
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,544364.3987649096,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,949669.6465005409,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,949669.6465005409,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,16872.641509433975,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,16872.641509433975,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-190520.2944565356,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,40592.04103638156,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,23362.8334159292,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-181.4867471774196,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,53290.140089588705,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-5500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-66817.92794519302,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,34562.11756164383,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,1851.5778303951884,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,7812.006852739723,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-324292.32005479455,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-425841.31241702236,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,2364.1304347825935,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,452819.4559523347,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,208928.66022826085,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,238270.93419835577,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,278333.3333333334,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,66396.37549706455,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-21939.414999999804,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-32451.0,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-14557.899999999994,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,89455.37350000002,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,14381.269115000032,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,379618.0364453981,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,58633.899000000005,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,419806.7254816757,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,858058.6609270738,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-631694.8710000031,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,11007.264919999987,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,36959.32149940281,
Human Resource Cost,,Subtotal (H),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-583728.2845806002,
Financial Overhead,,Bank Charges,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-121403.29172323932,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-121403.29172323932,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-141669.3700000001,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,170000.0,
Business Promotion,,Others,LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-411085.30837904615,
Business Promotion,,Subtotal (J),LINE,2082/83,UPTO_MAGH_2082,VARIANCE,-382754.67837904627,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,UPTO_POUSH_2082,BUDGET,3681600.0,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,UPTO_POUSH_2082,BUDGET,2332234.352745212,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,UPTO_POUSH_2082,BUDGET,739200.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,UPTO_POUSH_2082,BUDGET,227092.3546752,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,UPTO_POUSH_2082,BUDGET,300000.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,UPTO_POUSH_2082,BUDGET,7280126.707420412,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_POUSH_2082,BUDGET,388110.0,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,UPTO_POUSH_2082,BUDGET,680400.0,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,UPTO_POUSH_2082,BUDGET,1800000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,UPTO_POUSH_2082,BUDGET,2868510.0,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,UPTO_POUSH_2082,BUDGET,13645596.370912917,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,UPTO_POUSH_2082,BUDGET,13645596.370912917,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,UPTO_POUSH_2082,BUDGET,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_POUSH_2082,BUDGET,306600.0,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,UPTO_POUSH_2082,BUDGET,306600.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,UPTO_POUSH_2082,BUDGET,660000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,UPTO_POUSH_2082,BUDGET,319413.71681415936,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,UPTO_POUSH_2082,BUDGET,75833.33333333333,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,UPTO_POUSH_2082,BUDGET,256991.15200000003,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,UPTO_POUSH_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,UPTO_POUSH_2082,BUDGET,66788.321167883,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,UPTO_POUSH_2082,BUDGET,5494327.94117647,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,UPTO_POUSH_2082,BUDGET,1246526.5486725664,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,UPTO_POUSH_2082,BUDGET,60000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,UPTO_POUSH_2082,BUDGET,10000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,UPTO_POUSH_2082,BUDGET,30979.3323287796,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,UPTO_POUSH_2082,BUDGET,187175.75,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,UPTO_POUSH_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,UPTO_POUSH_2082,BUDGET,18394.986500000003,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,UPTO_POUSH_2082,BUDGET,163738.03425,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,UPTO_POUSH_2082,BUDGET,105000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,UPTO_POUSH_2082,BUDGET,8695169.116243193,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,UPTO_POUSH_2082,BUDGET,435000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,UPTO_POUSH_2082,BUDGET,1414550.69175,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,UPTO_POUSH_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,UPTO_POUSH_2082,BUDGET,619888.7467499999,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,UPTO_POUSH_2082,BUDGET,11164608.554743193,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,UPTO_POUSH_2082,BUDGET,650000.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,UPTO_POUSH_2082,BUDGET,408333.3333333334,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,UPTO_POUSH_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,UPTO_POUSH_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,UPTO_POUSH_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,UPTO_POUSH_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,UPTO_POUSH_2082,BUDGET,494244.605,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,UPTO_POUSH_2082,BUDGET,725870.5850000002,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,UPTO_POUSH_2082,BUDGET,423549.0,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,UPTO_POUSH_2082,BUDGET,209317.5,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,UPTO_POUSH_2082,BUDGET,243787.37350000002,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,UPTO_POUSH_2082,BUDGET,319420.57911500003,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,UPTO_POUSH_2082,BUDGET,3474522.9759483337,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,UPTO_POUSH_2082,BUDGET,271721.879,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,UPTO_POUSH_2082,BUDGET,1931886.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,UPTO_POUSH_2082,BUDGET,1004280.4970000002,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,UPTO_POUSH_2082,BUDGET,6682411.351948335,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,UPTO_POUSH_2082,BUDGET,26334640.645999994,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,UPTO_POUSH_2082,BUDGET,790039.2193799999,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,UPTO_POUSH_2082,BUDGET,452985.6638958098,
Human Resource Cost,,Subtotal (H),LINE,2082/83,UPTO_POUSH_2082,BUDGET,27577665.5292758,
Financial Overhead,,Bank Charges,LINE,2082/83,UPTO_POUSH_2082,BUDGET,201252.11715000003,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,UPTO_POUSH_2082,BUDGET,201252.11715000003,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,UPTO_POUSH_2082,BUDGET,1753600.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,UPTO_POUSH_2082,BUDGET,180000.0,
Business Promotion,,Others,LINE,2082/83,UPTO_POUSH_2082,BUDGET,2269422.267320209,
Business Promotion,,Subtotal (J),LINE,2082/83,UPTO_POUSH_2082,BUDGET,4203022.267320209,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,4297342.7,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,UPTO_POUSH_2082,ACTUAL,2452736.4908280866,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,333747.2,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,42053.0,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,300821.91780821915,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,7426701.308636306,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,384003.6677568296,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,210757.02000000002,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,1800000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,2394760.68775683,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,13624684.25,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,13624684.25,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,282014.1509433962,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,282014.1509433962,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,823124.6575342466,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,277306.34058333334,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,50660.821917808214,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,233628.31858407083,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,66605.84156769597,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,5340093.807843137,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,1182414.9432435061,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,64000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,10000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,97265.75342465754,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,149209.97616438358,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,16456.674838615294,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,155073.97260273973,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,483763.160913242,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,8949604.269217435,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,430271.7391304348,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,956504.4356031128,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,428831.82565217384,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,10765212.269603157,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,644394.5800000001,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,180000.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,30000.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,434653.13720619143,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,710808.0,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,456000.0,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,223021.16,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,211932.0,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,300338.6,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,3191147.4772061915,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,231731.35,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,1931886.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,574108.5260209424,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,5928873.353227134,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,UPTO_POUSH_2082,ACTUAL,27360169.599999998,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,515536.48,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,347799.62,
Human Resource Cost,,Subtotal (H),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,28223505.7,
Financial Overhead,,Bank Charges,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,272643.53248826286,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,272643.53248826286,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,1778425.1500000001,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,0.0,
Business Promotion,,Others,LINE,2082/83,UPTO_POUSH_2082,ACTUAL,2501249.8499999996,
Business Promotion,,Subtotal (J),LINE,2082/83,UPTO_POUSH_2082,ACTUAL,4279675.0,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-615742.7000000002,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-120502.13808287447,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,405452.8,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,185039.3546752,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-821.9178082191502,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-146574.6012158938,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,4106.332243170415,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,469642.98,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,0.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,473749.3122431704,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,20912.12091291696,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,20912.12091291696,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,24585.849056603794,
